price,location,house_type,rooms,bathrooms,rent_duration,estate name,condition,furnishing,facilities,area,dishwasher,prepaid_meter,dinning_area,air_conditioning,chandelier,state,estate
1300000,"lagos, ajah, canaan estate",Apartment,3,4,per annum,lbs,Fairly Used,Semi-Furnished,none,semi_urban,no,no,no,no,no,lagos,no
600000,"lagos, ipaja, ayobo",Block of Flats,3,4,per annum,unknown,Fairly Used,Furnished,none,rural,no,no,no,no,no,lagos,no
1000000,"lagos, isolo, okota",Block of Flats,3,3,per annum,green field estate,Newly Built,Semi-Furnished,"tiled floor,dining area,apartment,24 hours electricity,wardrobe,air conditioning,kitchen cabinets,kitchen shelf,hot water,pre paid meter,balcony,pop ceiling",semi_urban,no,yes,yes,yes,no,lagos,yes
4500000,"rivers, port-harcourt",Duplex,3,4,per annum,unknown,Newly Built,Unfurnished,none,rural,no,no,no,no,no,rivers,no
500000,"anambra, awka",Apartment,3,3,per annum,near government house axis,Newly Built,Unfurnished,"pre paid meter,apartment,air conditioning,24 hours electricity,tiled floor,hot water,dining area,wi-fi,balcony,wardrobe,kitchen shelf,kitchen cabinets",rural,no,yes,yes,yes,no,anambra,no
400000,behind uba by ziks avenue awka,Apartment,3,3,per annum,unknown,Fairly Used,Unfurnished,"wi-fi,24 hours electricity,dining area,balcony,pre paid meter",rural,no,yes,yes,no,no,anambra,no
400000,aguoye estate awka,Apartment,3,4,per annum,unknown,Newly Built,Unfurnished,"24 hours electricity,dining area,wardrobe,kitchen cabinets,pre paid meter,balcony",rural,no,yes,yes,no,no,anambra,no
1800000,"rivers, port-harcourt",Apartment,3,4,per annum,unknown,Newly Built,Unfurnished,none,rural,no,no,no,no,no,rivers,no
500000,amaenyi awka,Apartment,3,3,per annum,unknown,Newly Built,Unfurnished,none,rural,no,no,no,no,no,anambra,no
12000000,"lagos, ikoyi, banana island",Apartment,3,3,per quarter,banana island estate ikoyi,Fairly Used,Semi-Furnished,"24 hours electricity,air conditioning,dining area,balcony,hot water,apartment,kitchen shelf,dishwasher,microwave,chandelier",urban,yes,no,yes,yes,yes,lagos,yes
1200000,"lagos, kosofe, ketu-alapere",Apartment,3,3,per annum,bola hassan,Renovated,Unfurnished,"pre paid meter,wardrobe,balcony,24 hours electricity,dining area,tiled floor,kitchen shelf,pop ceiling",rural,no,yes,yes,no,no,lagos,no
500000,"anambra, awka",Apartment,3,4,per annum,secretariet,Newly Built,Unfurnished,"balcony,hot water,kitchen shelf,apartment,chandelier,wi-fi,dishwasher,dining area,wardrobe,pre paid meter,kitchen cabinets,24 hours electricity,tiled floor",rural,yes,yes,yes,no,yes,anambra,no
800000,old ifite rd awka,Apartment,3,3,per annum,unknown,Newly Built,Unfurnished,"kitchen shelf,balcony,24 hours electricity,kitchen cabinets,tiled floor,pop ceiling,wardrobe,pre paid meter,wi-fi,dining area",rural,no,yes,yes,no,no,anambra,no
2000000,"rivers, port-harcourt",Apartment,3,4,per annum,stadium road,Fairly Used,Unfurnished,none,rural,no,no,no,no,no,rivers,no
450000,"anambra, awka",Block of Flats,3,3,per annum,joburge axis,Newly Built,Semi-Furnished,"dining area,24 hours electricity,pre paid meter,wardrobe,kitchen shelf,tiled floor,pop ceiling,kitchen cabinets,balcony,hot water",rural,no,yes,yes,no,no,anambra,no
600000,"anambra, awka",Apartment,3,4,per annum,okpuno awka,Newly Built,Unfurnished,"kitchen cabinets,wi-fi,kitchen shelf,apartment,balcony,tiled floor,wardrobe,24 hours electricity,pre paid meter,dining area",rural,no,yes,yes,no,no,anambra,no
520000,jorburg hotel okpuno,Apartment,3,3,per annum,unknown,Newly Built,Unfurnished,"balcony,dining area,tiled floor,wardrobe,wi-fi,kitchen cabinets,24 hours electricity",rural,no,no,yes,no,no,none,no
1500000,"lagos, ajah, olokonla",Block of Flats,3,3,per annum,peace estate,Renovated,Unfurnished,none,semi_urban,no,no,no,no,no,lagos,yes
10000000,"lagos, victoria island",Block of Flats,3,4,per annum,unknown,Newly Built,Semi-Furnished,none,urban,no,no,no,no,no,lagos,no
12000000,"lagos, ikoyi",Apartment,3,3,per annum,unknown,Fairly Used,Unfurnished,none,urban,no,no,no,no,no,lagos,no
5500000,"lagos, victoria island, 1004",Apartment,3,2,per annum,1004 estate,Renovated,Furnished,"kitchen shelf,hot water,refrigerator,air conditioning,balcony,wardrobe,24 hours electricity,pop ceiling,tv,dining area,kitchen cabinets,tiled floor,pre paid meter,microwave",urban,no,yes,yes,yes,no,lagos,yes
600000,"imo, owerri",Block of Flats,3,4,per annum,jeuidco homes,Newly Built,Furnished,"dining area,pre paid meter,24 hours electricity,wardrobe,pop ceiling,chandelier,hot water,kitchen cabinets,balcony,tiled floor",semi_urban,no,yes,yes,no,yes,imo,no
525000,"ogun, obafemi-owode",Apartment,3,3,per annum,private estate,Fairly Used,Semi-Furnished,"dining area,kitchen cabinets,tiled floor,wardrobe,apartment,kitchen shelf,balcony,dishwasher",rural,yes,no,yes,no,no,ogun,yes
720000,awka anambra state,Apartment,3,3,per annum,"1-2-3 bed room flat, shop,office space, lands and properties",Newly Built,Unfurnished,"24 hours electricity,wardrobe,balcony,tiled floor,dining area,kitchen cabinets,pop ceiling,pre paid meter,kitchen shelf",rural,no,yes,yes,no,no,anambra,no
470000,commissioners qtrs awka,Apartment,3,3,per annum,unknown,Newly Built,Unfurnished,"wi-fi,wardrobe,balcony,dining area,kitchen shelf,pop ceiling,kitchen cabinets,24 hours electricity,tiled floor",rural,no,no,yes,no,no,anambra,no
1800000,"rivers, port-harcourt",Apartment,3,3,per annum,unknown,Fairly Used,Furnished,none,rural,no,no,no,no,no,rivers,no
12000000,"lagos, ikoyi, gerard road",Block of Flats,3,5,per annum,ikoyi,Newly Built,Furnished,"dishwasher,pop ceiling,balcony,tiled floor,hot water,kitchen cabinets,wardrobe,dining area,chandelier,pre paid meter,kitchen shelf",urban,yes,yes,yes,no,yes,lagos,no
600000,"community estate ,trans ekulu",Block of Flats,3,3,per annum,jkc real estate pro,Newly Built,Semi-Furnished,"tiled floor,pre paid meter,dining area,balcony,kitchen shelf,24 hours electricity,wardrobe,kitchen cabinets,hot water",rural,no,yes,yes,no,no,none,yes
350000,rumuodara area,Townhouse,3,3,per annum,egbelu area behind delking transport company.,Renovated,Unfurnished,none,rural,no,no,no,no,no,none,no
560000,"ogun, obafemi-owode",Apartment,3,3,per annum,private estate,Fairly Used,Semi-Furnished,"balcony,dining area,dishwasher,wardrobe,apartment,kitchen cabinets,kitchen shelf",rural,yes,no,yes,no,no,ogun,yes
2500000,"lagos, ajah, thomas estate",Apartment,3,3,per annum,blue sky,Fairly Used,Semi-Furnished,"tiled floor,pre paid meter,hot water,kitchen shelf,kitchen cabinets,dishwasher,chandelier,apartment,microwave,balcony,dining area,pop ceiling,wardrobe",semi_urban,yes,yes,yes,no,yes,lagos,no
3500000,"rivers, port-harcourt",Duplex,3,4,per quarter,naf harmony estate,Newly Built,Unfurnished,"wardrobe,chandelier,pre paid meter,24 hours electricity,tiled floor,dining area,kitchen shelf,hot water,pop ceiling,balcony,kitchen cabinets",rural,no,yes,yes,no,yes,rivers,yes
350000,nkwelle estate,Apartment,3,3,per annum,nkwelle axis,Newly Built,Unfurnished,"dining area,kitchen shelf,kitchen cabinets,wardrobe,tiled floor,pre paid meter,24 hours electricity,balcony,dishwasher,pop ceiling",rural,yes,yes,yes,no,no,none,no
400000,"anambra, awka",Block of Flats,3,4,per annum,awka south,Newly Built,Furnished,"hot water,kitchen shelf,tiled floor,dining area,dishwasher,24 hours electricity,kitchen cabinets,pop ceiling,balcony,wardrobe,pre paid meter",rural,yes,yes,yes,no,no,anambra,no
2500000,"rivers, port-harcourt",Duplex,3,4,per annum,shell cooperative estate eliozu,Newly Built,Unfurnished,none,rural,no,no,no,no,no,rivers,yes
3000000,"rivers, port-harcourt",Apartment,3,4,per annum,unknown,Newly Built,Semi-Furnished,"24 hours electricity,air conditioning",rural,no,no,no,yes,no,rivers,no
500000,aguoye estate awka,Apartment,3,3,per quarter,unknown,Fairly Used,Unfurnished,"wardrobe,24 hours electricity,wi-fi,air conditioning,tiled floor,balcony,kitchen cabinets,dining area,kitchen shelf,pop ceiling,pre paid meter",rural,no,yes,yes,yes,no,anambra,no
540000,"imo, owerri",Apartment,3,4,per annum,unknown,Newly Built,Semi-Furnished,"kitchen cabinets,kitchen shelf,tiled floor,wardrobe,dining area,apartment,balcony",semi_urban,no,no,yes,no,no,imo,no
700000,"imo, owerri",Apartment,3,3,per annum,unknown,Fairly Used,Semi-Furnished,"apartment,balcony,tiled floor,pop ceiling,dining area,hot water,pre paid meter",semi_urban,no,yes,yes,no,no,imo,no
600000,"imo, owerri",Apartment,3,4,per quarter,unknown,Newly Built,Semi-Furnished,"tiled floor,pop ceiling,dining area,wardrobe,kitchen cabinets,kitchen shelf,balcony,pre paid meter",semi_urban,no,yes,yes,no,no,imo,no
700000,"imo, owerri",Apartment,3,4,per annum,unknown,Fairly Used,Furnished,"dining area,pre paid meter,tiled floor,kitchen shelf,balcony,apartment,wardrobe,kitchen cabinets,pop ceiling",semi_urban,no,yes,yes,no,no,imo,no
600000,"imo, owerri",Block of Flats,3,4,per annum,jeuidco homes,Newly Built,Furnished,"dining area,pre paid meter,24 hours electricity,wardrobe,pop ceiling,chandelier,hot water,kitchen cabinets,balcony,tiled floor",semi_urban,no,yes,yes,no,yes,imo,no
800000,"imo, owerri",Block of Flats,3,4,per annum,jeuidco homes,Newly Built,Unfurnished,"24 hours electricity,chandelier,kitchen cabinets,tiled floor,wardrobe,hot water,apartment,balcony,pop ceiling,dining area,pre paid meter",semi_urban,no,yes,yes,no,yes,imo,no
550000,"imo, owerri",Bungalow,3,3,per annum,unknown,Fairly Used,Semi-Furnished,none,semi_urban,no,no,no,no,no,imo,no
1800000,"imo, owerri",Duplex,3,4,per annum,unknown,Fairly Used,Semi-Furnished,none,semi_urban,no,no,no,no,no,imo,no
600000,"imo, owerri",Apartment,3,3,per annum,unknown,Newly Built,Furnished,none,semi_urban,no,no,no,no,no,imo,no
500000,"imo, owerri",Apartment,3,3,per annum,unknown,Fairly Used,Furnished,"balcony,dining area,kitchen cabinets,kitchen shelf,pop ceiling,tiled floor,wardrobe",semi_urban,no,no,yes,no,no,imo,no
4500000,"abuja, asokoro",Block of Flats,3,4,per annum,asokoro extension,Newly Built,Furnished,none,rural,no,no,no,no,no,abuja,no
17000000,"abuja, asokoro",Block of Flats,3,4,per annum,unknown,Fairly Used,Furnished,"kitchen shelf,24 hours electricity,balcony,tiled floor,pre paid meter,chandelier,refrigerator,microwave,tv,kitchen cabinets,air conditioning,wi-fi,dishwasher,hot water,dining area,wardrobe,pop ceiling",rural,yes,yes,yes,yes,yes,abuja,no
1000000,"abuja, gwarinpa, life camp",Bungalow,1,1,per annum,efab city estate,Fairly Used,Unfurnished,"kitchen cabinets,pre paid meter,tiled floor,wardrobe,balcony,pop ceiling",semi_urban,no,yes,no,no,no,abuja,yes
1400000,"abuja, jahi",Apartment,1,2,per annum,jahi 2,Newly Built,Unfurnished,"hot water,wardrobe,pop ceiling,dining area,kitchen shelf,kitchen cabinets,pre paid meter,balcony,tiled floor,apartment,chandelier",semi_urban,no,yes,yes,no,yes,abuja,no
1700000,"abuja, durumi",Studio Apartment,1,1,per annum,durumi district,Fairly Used,Furnished,"tiled floor,chandelier,dining area,hot water,pre paid meter,apartment,air conditioning,24 hours electricity,kitchen shelf,wardrobe,tv,balcony,kitchen cabinets,microwave,dishwasher,pop ceiling",semi_urban,yes,yes,yes,yes,yes,abuja,no
300000,"abuja, nyanya",Block of Flats,1,1,per quarter,unity,Old,Unfurnished,"pre paid meter,tiled floor,kitchen shelf,wardrobe,balcony",rural,no,yes,no,no,no,abuja,no
450000,"abuja, lokogoma",Studio Apartment,1,1,per annum,pen city estate,Newly Built,Unfurnished,"24 hours electricity,wardrobe,kitchen cabinets,hot water,kitchen shelf,tiled floor,pop ceiling",semi_urban,no,no,no,no,no,abuja,yes
500000,"abuja, karu",Block of Flats,1,2,per annum,abacha road,Newly Built,Semi-Furnished,"pre paid meter,wardrobe,kitchen cabinets,balcony,tiled floor,kitchen shelf,pop ceiling",semi_urban,no,yes,no,no,no,abuja,no
1400000,"abuja, jahi",Apartment,1,2,per quarter,unknown,Newly Built,Unfurnished,none,semi_urban,no,no,no,no,no,abuja,no
900000,"fafu estate, off turkish nile university junction",Apartment,1,1,per annum,fafu reliable homes estate,Renovated,Furnished,"microwave,tiled floor,tv,refrigerator,air conditioning,kitchen cabinets,pop ceiling,wardrobe,hot water",rural,no,no,no,yes,no,none,yes
400000,"abuja, jahi",Block of Flats,1,1,per annum,goodluck estate,Renovated,Furnished,"24 hours electricity,dishwasher,hot water,kitchen cabinets,kitchen shelf,pop ceiling,pre paid meter,tiled floor",semi_urban,yes,yes,no,no,no,abuja,yes
350000,lokogoma,Mini Flat,1,1,per quarter,unknown,Newly Built,Unfurnished,none,semi_urban,no,no,no,no,no,abuja,no
300000,aa1 kuje,Apartment,1,1,per annum,unknown,Newly Built,Unfurnished,none,semi_urban,no,no,no,no,no,abuja,no
250000,abdul avenue,Apartment,1,1,per annum,unknown,Newly Built,Semi-Furnished,"kitchen cabinets,pre paid meter,tiled floor,wardrobe",rural,no,yes,no,no,no,none,no
350000,"imo, owerri",Block of Flats,1,2,per annum,jeuidco homes,Newly Built,Unfurnished,"balcony,hot water,24 hours electricity,wardrobe,kitchen cabinets,pop ceiling,tiled floor,chandelier,dining area",semi_urban,no,no,yes,no,yes,imo,no
300000,"imo, owerri",Apartment,1,1,per annum,unknown,Newly Built,Semi-Furnished,"tiled floor,apartment,pop ceiling,wardrobe",semi_urban,no,no,no,no,no,imo,no
400000,"imo, owerri",Apartment,1,1,per annum,unknown,Newly Built,Semi-Furnished,none,semi_urban,no,no,no,no,no,imo,no
360000,"imo, owerri",Apartment,1,1,per annum,unknown,Newly Built,Semi-Furnished,none,semi_urban,no,no,no,no,no,imo,no
360000,"imo, owerri",Apartment,1,1,per annum,unknown,Newly Built,Furnished,none,semi_urban,no,no,no,no,no,imo,no
150000,"imo, owerri",Apartment,1,1,per annum,unknown,Newly Built,Furnished,none,semi_urban,no,no,no,no,no,imo,no
300000,"imo, owerri",Block of Flats,1,1,per annum,unknown,Newly Built,Semi-Furnished,none,semi_urban,no,no,no,no,no,imo,no
240000,"imo, owerri",Apartment,1,1,per annum,unknown,Newly Built,Semi-Furnished,none,semi_urban,no,no,no,no,no,imo,no
250000,"imo, owerri",Mini Flat,1,1,per annum,unknown,Newly Built,Unfurnished,"24 hours electricity,balcony,kitchen cabinets,kitchen shelf,pop ceiling,tiled floor",semi_urban,no,no,no,no,no,imo,no
360000,"imo, owerri",Apartment,1,2,per quarter,unknown,Newly Built,Unfurnished,"tiled floor,kitchen cabinets,kitchen shelf,balcony,wardrobe,dining area",semi_urban,no,no,yes,no,no,imo,no
130000,ihiagwa,Block of Flats,1,1,per annum,unknown,Fairly Used,Unfurnished,"tiled floor,balcony",rural,no,no,no,no,no,imo,no
220000,"imo, owerri",Apartment,1,1,per annum,unknown,Fairly Used,Semi-Furnished,"pre paid meter,balcony,tiled floor,wardrobe,pop ceiling",semi_urban,no,yes,no,no,no,imo,no
2500000,"imo, owerri",Duplex,5,5,per annum,unknown,Newly Built,Semi-Furnished,none,semi_urban,no,no,no,no,no,imo,no
1500000,"imo, owerri",Duplex,5,5,per annum,unknown,Fairly Used,Semi-Furnished,none,semi_urban,no,no,no,no,no,imo,no
11000000,"abuja, asokoro",Duplex,5,5,per annum,unknown,Old,Semi-Furnished,none,rural,no,no,no,no,no,abuja,no
3500000,"abuja, gwarinpa",Duplex,5,5,per annum,unknown,Fairly Used,Unfurnished,"balcony,dining area,hot water,kitchen cabinets,pop ceiling,pre paid meter,tiled floor,wardrobe",semi_urban,no,yes,yes,no,no,abuja,no
10000000,"abuja, maitama",Duplex,1,5,per annum,unknown,Fairly Used,Unfurnished,none,urban,no,no,no,no,no,abuja,no
20000000,"abuja, maitama",Duplex,5,5,per annum,unknown,Newly Built,Semi-Furnished,"chandelier,air conditioning,dishwasher,kitchen shelf,pop ceiling,kitchen cabinets,hot water,balcony,dining area,refrigerator,microwave,wardrobe,tiled floor,pre paid meter",urban,yes,yes,yes,yes,yes,abuja,no
10000000,"abuja, maitama",Duplex,5,5,per annum,unknown,Fairly Used,Unfurnished,none,urban,no,no,no,no,no,abuja,no
5500000,"abuja, lokogoma",Duplex,7,5,per annum,superview estate,Newly Built,Furnished,"balcony,dining area,pop ceiling,hot water,wardrobe,tiled floor,chandelier,kitchen shelf,pre paid meter,kitchen cabinets",semi_urban,no,yes,yes,no,yes,abuja,yes
9000000,"abuja, gwarinpa",Duplex,5,5,per annum,gwarinpa estate,Newly Built,Semi-Furnished,24 hours electricity,semi_urban,no,no,no,no,no,abuja,yes
7000000,"abuja, gwarinpa",Duplex,5,5,per annum,gwarinpa estate,Fairly Used,Unfurnished,24 hours electricity,semi_urban,no,no,no,no,no,abuja,yes
11000000,"abuja, asokoro",Duplex,5,5,per annum,unknown,Old,Semi-Furnished,none,rural,no,no,no,no,no,abuja,no
3500000,"abuja, gwarinpa",Duplex,5,5,per annum,unknown,Fairly Used,Unfurnished,"balcony,dining area,hot water,kitchen cabinets,pop ceiling,pre paid meter,tiled floor,wardrobe",semi_urban,no,yes,yes,no,no,abuja,no
15000000,"abuja, asokoro",Duplex,5,5,per annum,unknown,Fairly Used,Unfurnished,"hot water,dishwasher",rural,yes,no,no,no,no,abuja,no
20000000,"abuja, maitama",Duplex,5,5,per annum,unknown,Fairly Used,Unfurnished,"kitchen shelf,hot water,air conditioning,kitchen cabinets,dishwasher,wardrobe,chandelier,tiled floor,dining area,pre paid meter",urban,yes,yes,yes,yes,yes,abuja,no
20000000,"abuja, asokoro",Duplex,6,5,per annum,unknown,Fairly Used,Semi-Furnished,"chandelier,24 hours electricity,microwave,hot water,dining area,tiled floor,kitchen cabinets,pre paid meter,wardrobe,air conditioning,balcony,pop ceiling,dishwasher,kitchen shelf",rural,yes,yes,yes,yes,yes,abuja,no
25000000,"abuja, maitama",Duplex,7,5,per annum,unknown,Fairly Used,Semi-Furnished,none,urban,no,no,no,no,no,abuja,no
20000000,"abuja, maitama",Duplex,5,5,per annum,unknown,Newly Built,Semi-Furnished,"air conditioning,hot water,dishwasher,microwave,refrigerator",urban,yes,no,no,yes,no,abuja,no
17000000,"abuja, wuse 2",Duplex,5,5,per annum,villa,Fairly Used,Semi-Furnished,"kitchen cabinets,chandelier,pop ceiling,pre paid meter,air conditioning,microwave,tv,dining area,kitchen shelf,24 hours electricity,tiled floor,dishwasher,hot water,refrigerator,balcony,wardrobe",urban,yes,yes,yes,yes,yes,abuja,no
18000000,"abuja, maitama",Duplex,5,5,per annum,unknown,Fairly Used,Unfurnished,"dishwasher,microwave,pop ceiling,balcony,hot water,pre paid meter,chandelier,air conditioning,kitchen shelf,dining area,kitchen cabinets,wardrobe,tiled floor",urban,yes,yes,yes,yes,yes,abuja,no
25000000,"abuja, maitama",Duplex,5,5,per annum,unknown,Newly Built,Unfurnished,none,urban,no,no,no,no,no,abuja,no
20000000,"abuja, asokoro",Duplex,5,5,per annum,unknown,Fairly Used,Semi-Furnished,"tiled floor,dining area,chandelier,dishwasher,pop ceiling,kitchen cabinets,wardrobe,air conditioning,24 hours electricity,kitchen shelf,microwave,hot water,pre paid meter,balcony,refrigerator",rural,yes,yes,yes,yes,yes,abuja,no
17000000,"abuja, maitama",Duplex,5,5,per annum,aso drive.,Newly Built,Semi-Furnished,"balcony,kitchen shelf,pre paid meter,pop ceiling,wardrobe,hot water,kitchen cabinets,microwave,dishwasher,refrigerator,chandelier,dining area,tiled floor",urban,yes,yes,yes,no,yes,abuja,no
20000000,"abuja, maitama",Duplex,5,5,per annum,unknown,Fairly Used,Unfurnished,"hot water,wardrobe,dining area,pre paid meter,chandelier,kitchen cabinets,kitchen shelf,balcony,air conditioning,tiled floor,dishwasher,pop ceiling",urban,yes,yes,yes,yes,yes,abuja,no
45000000,"lagos, ikoyi, banana island",Duplex,5,5,per annum,all 3 units terraces,Fairly Used,Semi-Furnished,none,urban,no,no,no,no,no,lagos,no
8500000,"lagos, victoria island",House,5,5,per annum,unknown,Fairly Used,Unfurnished,none,urban,no,no,no,no,no,lagos,no
2000000,"lagos, ibeju, abijo",Duplex,5,5,per annum,off the express,Newly Built,Semi-Furnished,"tiled floor,wardrobe,balcony,dining area",rural,no,no,yes,no,no,lagos,no
7500000,"lagos, lekki",Duplex,5,5,per quarter,unknown,Newly Built,Semi-Furnished,none,urban,no,no,no,no,no,lagos,no
7500000,"lagos, lekki, ikota",Duplex,5,5,per annum,serene and secured estate,Newly Built,Semi-Furnished,"kitchen cabinets,kitchen shelf,tiled floor,microwave,pop ceiling,chandelier,pre paid meter,wardrobe,24 hours electricity,hot water,refrigerator,dining area,dishwasher,balcony",urban,yes,yes,yes,no,yes,lagos,yes
5000000,"lagos, lekki, ikota",Duplex,5,5,per annum,unknown,Newly Built,Semi-Furnished,"chandelier,apartment,wardrobe,microwave,24 hours electricity,pre paid meter,refrigerator,kitchen cabinets,balcony,air conditioning,tiled floor,dining area,pop ceiling",urban,no,yes,yes,yes,yes,lagos,no
20000000,"abuja, maitama",Duplex,5,5,per annum,unknown,Newly Built,Unfurnished,"pre paid meter,kitchen cabinets,pop ceiling,wardrobe,apartment,hot water,balcony,kitchen shelf,tiled floor,chandelier,dining area,dishwasher",urban,yes,yes,yes,no,yes,abuja,no
14000000,"abuja, maitama",Duplex,5,5,per annum,unknown,Newly Built,Unfurnished,"kitchen shelf,pre paid meter,pop ceiling,hot water,tiled floor,balcony,wardrobe,chandelier,apartment,kitchen cabinets,dining area",urban,no,yes,yes,no,yes,abuja,no
15000000,"abuja, maitama",Duplex,5,5,per annum,unknown,Newly Built,Unfurnished,"kitchen shelf,apartment,chandelier,pre paid meter,pop ceiling,tiled floor,balcony,dining area,wardrobe,hot water,kitchen cabinets",urban,no,yes,yes,no,yes,abuja,no
1500000,north4th damija,Duplex,5,4,per annum,damija,Fairly Used,Semi-Furnished,"kitchen cabinets,dining area,24 hours electricity,pre paid meter,apartment,balcony",rural,no,yes,yes,no,no,none,no
2500000,"enugu, enugu / enugu state",Duplex,5,5,per annum,golf estate gra,Newly Built,Furnished,"apartment,dining area,24 hours electricity,tiled floor,hot water,kitchen shelf,kitchen cabinets,pop ceiling,wardrobe,balcony,pre paid meter,chandelier",semi_urban,no,yes,yes,no,yes,enugu,yes
1600000,centinary city,Duplex,5,4,per annum,"centinary city, enugu",Newly Built,Unfurnished,"pre paid meter,pop ceiling,kitchen cabinets,24 hours electricity,hot water,wardrobe,tiled floor,kitchen shelf,balcony,dining area",rural,no,yes,yes,no,no,none,no
12000000,"lagos, lekki, lekki phase 1",Duplex,5,5,per annum,unknown,Newly Built,Semi-Furnished,"24 hours electricity,balcony,chandelier,dining area,hot water,kitchen cabinets,kitchen shelf,pre paid meter",urban,no,yes,yes,no,yes,lagos,no
15000000,"lagos, lekki, osapa london",Duplex,5,5,per annum,unknown,Newly Built,Furnished,none,urban,no,no,no,no,no,lagos,no
1500000,"rivers, obio-akpor",Duplex,5,5,per annum,unknown,Renovated,Semi-Furnished,"dining area,kitchen cabinets,pop ceiling,hot water,tiled floor,wardrobe",rural,no,no,yes,no,no,rivers,no
2500000,"enugu, enugu / enugu state",Duplex,5,5,per annum,wtc estate,Fairly Used,Furnished,"wardrobe,chandelier,kitchen cabinets,24 hours electricity,pop ceiling,tiled floor,hot water,pre paid meter",semi_urban,no,yes,no,no,yes,enugu,yes
500000,"rivers, obio-akpor",Block of Flats,5,5,per quarter,unknown,Fairly Used,Semi-Furnished,"dining area,pop ceiling,24 hours electricity,kitchen cabinets,hot water,tiled floor,wardrobe,balcony",rural,no,no,yes,no,no,rivers,no
2500000,"enugu, enugu / enugu state",Duplex,5,5,per annum,golf estate gra,Fairly Used,Furnished,"hot water,tiled floor,wardrobe,apartment,24 hours electricity,balcony,dining area,pop ceiling,kitchen shelf,chandelier,pre paid meter,kitchen cabinets",semi_urban,no,yes,yes,no,yes,enugu,yes
2500000,"enugu, enugu / enugu state",Duplex,5,5,per annum,old gra enugu by shoprite,Fairly Used,Furnished,"apartment,dining area,balcony,pre paid meter,hot water,kitchen shelf,kitchen cabinets,tiled floor,wardrobe,pop ceiling,24 hours electricity",semi_urban,no,yes,yes,no,no,enugu,no
2000000,"enugu, enugu / enugu state",Duplex,5,5,per annum,corridor layout,Fairly Used,Semi-Furnished,"dining area,wardrobe,pop ceiling,balcony,kitchen cabinets,hot water,dishwasher,tiled floor,24 hours electricity,pre paid meter",semi_urban,yes,yes,yes,no,no,enugu,no
5000000,"lagos, lekki, chevron",Duplex,5,5,per annum,bera estate,Fairly Used,Unfurnished,"hot water,tiled floor,chandelier,kitchen cabinets,dining area,kitchen shelf,balcony,pre paid meter,pop ceiling,wardrobe",urban,no,yes,yes,no,yes,lagos,yes
10000000,"lagos, ikoyi",Duplex,5,5,per annum,ikoyi off banana road,Newly Built,Semi-Furnished,"hot water,dishwasher,microwave,dining area,balcony,kitchen shelf,wi-fi,pre paid meter,kitchen cabinets,tiled floor,refrigerator,apartment,pop ceiling,chandelier,wardrobe,air conditioning",urban,yes,yes,yes,yes,yes,lagos,no
8000000,"lagos, lekki, ikota",Duplex,5,5,per annum,megamound,Newly Built,Semi-Furnished,"hot water,chandelier,dining area,tiled floor,dishwasher,pop ceiling,pre paid meter,microwave,wardrobe,kitchen cabinets,kitchen shelf,balcony",urban,yes,yes,yes,no,yes,lagos,no
7000000,"lagos, lekki, osapa london",Duplex,5,5,per annum,ladybird,Newly Built,Semi-Furnished,"pre paid meter,dishwasher,kitchen shelf,microwave,kitchen cabinets,tiled floor,wardrobe,balcony,chandelier,dining area,hot water,pop ceiling",urban,yes,yes,yes,no,yes,lagos,no
6000000,"lagos, ikeja, adeniyi jones",Duplex,5,5,per annum,adeniyi jones,Newly Built,Unfurnished,"apartment,kitchen cabinets,chandelier,hot water,dining area,balcony,pre paid meter,wardrobe,24 hours electricity,tiled floor,dishwasher,microwave,air conditioning,kitchen shelf,pop ceiling",semi_urban,yes,yes,yes,yes,yes,lagos,no
3750000,green land estate,Duplex,5,5,per annum,greenland estate,Fairly Used,Semi-Furnished,"kitchen shelf,tiled floor,wardrobe,pop ceiling,balcony,dining area,24 hours electricity,hot water,chandelier,kitchen cabinets",rural,no,no,yes,no,yes,none,yes
2500000,"enugu, enugu / enugu state",Duplex,5,5,per annum,unknown,Fairly Used,Semi-Furnished,none,semi_urban,no,no,no,no,no,enugu,no
4000000,"enugu, enugu / enugu state",Condo,5,5,per annum,diamond estate,Newly Built,Furnished,"wardrobe,balcony,pop ceiling,kitchen shelf,tiled floor,chandelier,tv,apartment,dining area,kitchen cabinets,pre paid meter,24 hours electricity,hot water",semi_urban,no,yes,yes,no,yes,enugu,yes
2000000,"enugu, enugu / enugu state",Duplex,5,5,per annum,diamond estate,Newly Built,Semi-Furnished,"apartment,hot water,kitchen cabinets,balcony,24 hours electricity,chandelier,dining area,kitchen shelf,pre paid meter,pop ceiling,tv,dishwasher,tiled floor,wardrobe",semi_urban,yes,yes,yes,no,yes,enugu,yes
7000000,"rivers, port-harcourt",Duplex,5,5,per annum,unknown,Newly Built,Furnished,none,rural,no,no,no,no,no,rivers,no
1500000,"enugu, enugu / enugu state",Duplex,5,5,per annum,independence layout by corridor,Newly Built,Semi-Furnished,"chandelier,dining area,pop ceiling,24 hours electricity,tiled floor,wardrobe,pre paid meter,balcony,hot water,kitchen cabinets",semi_urban,no,yes,yes,no,yes,enugu,no
