price,location,house_type,rooms,bathrooms,rent_duration,estate name,condition,furnishing,facilities,area,dishwasher,prepaid_meter,dinning_area,air_conditioning,chandelier,state,estate
1500000,"rivers, port-harcourt",Duplex,4,5,per annum,woji estate,Fairly Used,Semi-Furnished,"pre paid meter,chandelier,dining area,balcony,kitchen cabinets,tiled floor,24 hours electricity,pop ceiling,kitchen shelf,wardrobe",rural,no,yes,yes,no,yes,rivers,yes
2500000,"rivers, port-harcourt",Duplex,4,5,per annum,hill view estate,Fairly Used,Unfurnished,"chandelier,24 hours electricity,dining area,tiled floor,pop ceiling,balcony,pre paid meter,wardrobe,hot water,kitchen cabinets,kitchen shelf",rural,no,yes,yes,no,yes,rivers,yes
5500000,"rivers, port-harcourt",Duplex,4,5,per annum,harmony estate,Newly Built,Semi-Furnished,"hot water,wardrobe,kitchen shelf,tiled floor,apartment,kitchen cabinets,balcony,pre paid meter,dining area,pop ceiling,24 hours electricity",rural,no,yes,yes,no,no,rivers,yes
5000000,"rivers, port-harcourt, trans amadi",Duplex,4,4,per annum,rivtaf golf estate,Fairly Used,Unfurnished,"wardrobe,pre paid meter,kitchen shelf,balcony,dining area,hot water,kitchen cabinets,pop ceiling,wi-fi,dishwasher,tiled floor",rural,yes,yes,yes,no,no,rivers,yes
1400000,"rivers, obio-akpor",Bungalow,4,4,per annum,unknown,Renovated,Semi-Furnished,"chandelier,hot water,dining area,pre paid meter,kitchen cabinets,wardrobe,pop ceiling,balcony,kitchen shelf,tiled floor",rural,no,yes,yes,no,yes,rivers,no
1000000,"rivers, obio-akpor",Bungalow,4,5,per annum,unknown,Fairly Used,Semi-Furnished,"hot water,pop ceiling,balcony,pre paid meter,kitchen cabinets,24 hours electricity,tiled floor,wardrobe,dining area,chandelier",rural,no,yes,yes,no,yes,rivers,no
2000000,"rivers, obio-akpor",Bungalow,4,5,per quarter,unknown,Newly Built,Semi-Furnished,"dining area,hot water,pop ceiling,balcony,wardrobe,tiled floor,pre paid meter,kitchen cabinets,24 hours electricity",rural,no,yes,yes,no,no,rivers,no
2000000,"rivers, obio-akpor",Bungalow,4,4,per annum,unknown,Newly Built,Semi-Furnished,"24 hours electricity,pre paid meter,kitchen shelf,pop ceiling,wardrobe,balcony,tiled floor,hot water,dining area,kitchen cabinets",rural,no,yes,yes,no,no,rivers,no
2000000,"rivers, obio-akpor",Duplex,4,5,per quarter,big treat estate,Newly Built,Semi-Furnished,"24 hours electricity,pop ceiling,wardrobe,tiled floor,pre paid meter,balcony,hot water,dining area,kitchen cabinets",rural,no,yes,yes,no,no,rivers,yes
700000,"rivers, obio-akpor",Bungalow,4,3,per quarter,unknown,Fairly Used,Semi-Furnished,"24 hours electricity,balcony,pop ceiling,chandelier,tiled floor,pre paid meter,kitchen cabinets,dining area,wardrobe,hot water",rural,no,yes,yes,no,yes,rivers,no
