price,house_type,rooms,bathrooms,condition,furnishing,area,dishwasher,prepaid_meter,dinning_area,air_conditioning,chandelier,state,estate
13.122363377404328,1,2,3,1,2,1,0,0,0,0,0,4,1
13.815510557964274,2,2,3,1,2,1,1,1,1,1,1,4,1
14.978661367769956,1,2,3,1,2,1,0,0,0,0,0,0,0
14.22097566607244,0,2,2,1,0,2,0,1,1,0,1,5,0
13.997832114758229,2,2,3,1,0,1,0,0,0,0,0,4,0
14.22097566607244,1,2,3,1,0,1,0,0,0,0,0,4,0
12.611537753638338,1,2,3,1,2,2,1,1,1,0,0,3,0
13.592367006650065,0,2,3,1,2,1,1,1,1,1,1,1,0
14.28551418721001,0,2,2,0,0,1,0,0,1,0,1,1,0
13.815510557964274,1,2,3,1,2,1,0,1,1,0,1,4,1
14.73180128983843,1,2,2,0,1,3,0,1,0,1,0,5,0
14.22097566607244,1,2,3,0,0,2,0,0,0,0,0,5,0
14.22097566607244,0,2,2,1,0,2,0,1,1,0,1,5,0
14.151982794585487,0,2,2,1,0,2,0,1,1,0,0,5,0
14.73180128983843,1,2,2,0,0,3,0,0,0,0,0,5,0
14.690979295318174,0,2,3,0,1,1,0,0,0,0,0,0,1
